date,health_board,presentations
2024-03-20,NHS Shetland,6
2024-03-20,NHS Tayside,55
2024-03-20,NHS Western Isles,10
2024-03-21,NHS Ayrshire and Arran,47
2024-03-21,NHS Borders,18
2024-03-21,NHS Dumfries and Galloway,32
2024-03-21,NHS Fife,47
2024-03-21,NHS Forth Valley,37
2024-03-21,NHS Grampian,52
2024-03-21,NHS Greater Glasgow and Clyde,111
2024-03-21,NHS Highland,37
2024-03-21,NHS Lanarkshire,71
2024-03-21,NHS Lothian,92
2024-03-21,NHS Orkney,4
2024-03-21,NHS Shetland,5
2024-03-21,NHS Tayside,55
2024-03-21,NHS Western Isles,7
2024-03-22,NHS Ayrshire and Arran,52
2024-03-22,NHS Borders,16
2024-03-22,NHS Dumfries and Galloway,32
2024-03-22,NHS Fife,52
2024-03-22,NHS Forth Valley,40
2024-03-22,NHS Grampian,69
2024-03-22,NHS Greater Glasgow and Clyde,115
2024-03-22,NHS Highland,56
2024-03-22,NHS Lanarkshire,64
2024-03-22,NHS Lothian,106
2024-03-22,NHS Orkney,6
2024-03-22,NHS Shetland,6
2024-03-22,NHS Tayside,56
2024-03-22,NHS Western Isles,9
2024-03-23,NHS Ayrshire and Arran,48
2024-03-23,NHS Borders,16
2024-03-23,NHS Dumfries and Galloway,22
2024-03-23,NHS Fife,47
2024-03-23,NHS Forth Valley,29
2024-03-23,NHS Grampian,52
2024-03-23,NHS Greater Glasgow and Clyde,120
2024-03-23,NHS Highland,29
2024-03-23,NHS Lanarkshire,61
2024-03-23,NHS Lothian,81
2024-03-23,NHS Orkney,8
2024-03-23,NHS Shetland,1
2024-03-23,NHS Tayside,54
2024-03-23,NHS Western Isles,8
2024-03-24,NHS Ayrshire and Arran,46
2024-03-24,NHS Borders,11
2024-03-24,NHS Dumfries and Galloway,35
2024-03-24,NHS Fife,43
2024-03-24,NHS Forth Valley,31
2024-03-24,NHS Grampian,47
2024-03-24,NHS Greater Glasgow and Clyde,106
2024-03-24,NHS Highland,25
2024-03-24,NHS Lanarkshire,58
2024-03-24,NHS Lothian,86
2024-03-24,NHS Orkney,9
2024-03-24,NHS Shetland,6
2024-03-24,NHS Tayside,43
2024-03-24,NHS Western Isles,9
2024-03-25,NHS Ayrshire and Arran,61
2024-03-25,NHS Borders,31
2024-03-25,NHS Dumfries and Galloway,35
2024-03-25,NHS Fife,59
2024-03-25,NHS Forth Valley,35
2024-03-25,NHS Grampian,81
2024-03-25,NHS Greater Glasgow and Clyde,137
2024-03-25,NHS Highland,47
2024-03-25,NHS Lanarkshire,93
2024-03-25,NHS Lothian,110
2024-03-25,NHS Orkney,15
2024-03-25,NHS Shetland,9
2024-03-25,NHS Tayside,75
2024-03-25,NHS Western Isles,15
2024-03-26,NHS Ayrshire and Arran,53
2024-03-26,NHS Borders,14
2024-03-26,NHS Dumfries and Galloway,31
2024-03-26,NHS Fife,57
2024-03-26,NHS Forth Valley,38
2024-03-26,NHS Grampian,64
2024-03-26,NHS Greater Glasgow and Clyde,135
2024-03-26,NHS Highland,42
2024-03-26,NHS Lanarkshire,80
2024-03-26,NHS Lothian,109
2024-03-26,NHS Orkney,8
2024-03-26,NHS Shetland,2
2024-03-26,NHS Tayside,56
2024-03-26,NHS Western Isles,10
2024-03-27,NHS Ayrshire and Arran,42
2024-03-27,NHS Borders,24
2024-03-27,NHS Dumfries and Galloway,30
2024-03-27,NHS Fife,50
2024-03-27,NHS Forth Valley,39
2024-03-27,NHS Grampian,64
2024-03-27,NHS Greater Glasgow and Clyde,99
2024-03-27,NHS Highland,47
2024-03-27,NHS Lanarkshire,68
2024-03-27,NHS Lothian,110
2024-03-27,NHS Orkney,7
2024-03-27,NHS Shetland,10
2024-03-27,NHS Tayside,62
2024-03-27,NHS Western Isles,12
2024-03-28,NHS Ayrshire and Arran,44
2024-03-28,NHS Borders,10
2024-03-28,NHS Dumfries and Galloway,20
2024-03-28,NHS Fife,50
2024-03-28,NHS Forth Valley,38
2024-03-28,NHS Grampian,61
2024-03-28,NHS Greater Glasgow and Clyde,107
2024-03-28,NHS Highland,48
2024-03-28,NHS Lanarkshire,70
2024-03-28,NHS Lothian,93
2024-03-28,NHS Orkney,5
2024-03-28,NHS Shetland,7
2024-03-28,NHS Tayside,56
2024-03-28,NHS Western Isles,8
2024-03-29,NHS Ayrshire and Arran,51
2024-03-29,NHS Borders,17
2024-03-29,NHS Dumfries and Galloway,41
2024-03-29,NHS Fife,49
2024-03-29,NHS Forth Valley,40
2024-03-29,NHS Grampian,64
2024-03-29,NHS Greater Glasgow and Clyde,116
2024-03-29,NHS Highland,57
2024-03-29,NHS Lanarkshire,79
2024-03-29,NHS Lothian,96
2024-03-29,NHS Orkney,5
2024-03-29,NHS Shetland,8
2024-03-29,NHS Tayside,68
2024-03-29,NHS Western Isles,8
2024-03-30,NHS Ayrshire and Arran,33
2024-03-30,NHS Borders,14
2024-03-30,NHS Dumfries and Galloway,26
2024-03-30,NHS Fife,39
2024-03-30,NHS Forth Valley,41
2024-03-30,NHS Grampian,54
2024-03-30,NHS Greater Glasgow and Clyde,119
2024-03-30,NHS Highland,29
2024-03-30,NHS Lanarkshire,60
2024-03-30,NHS Lothian,89
2024-03-30,NHS Orkney,5
2024-03-30,NHS Shetland,7
2024-03-30,NHS Tayside,40
2024-03-30,NHS Western Isles,9
2024-03-31,NHS Ayrshire and Arran,30
2024-03-31,NHS Borders,11
2024-03-31,NHS Dumfries and Galloway,26
2024-03-31,NHS Fife,42
2024-03-31,NHS Forth Valley,31
2024-03-31,NHS Grampian,41
2024-03-31,NHS Greater Glasgow and Clyde,104
2024-03-31,NHS Highland,33
2024-03-31,NHS Lanarkshire,42
2024-03-31,NHS Lothian,75
2024-03-31,NHS Orkney,6
2024-03-31,NHS Shetland,8
2024-03-31,NHS Tayside,47
2024-03-31,NHS Western Isles,5
2024-04-01,NHS Ayrshire and Arran,51
2024-04-01,NHS Borders,13
2024-04-01,NHS Dumfries and Galloway,39
2024-04-01,NHS Fife,61
2024-04-01,NHS Forth Valley,44
2024-04-01,NHS Grampian,73
2024-04-01,NHS Greater Glasgow and Clyde,136
2024-04-01,NHS Highland,50
2024-04-01,NHS Lanarkshire,84
2024-04-01,NHS Lothian,117
2024-04-01,NHS Orkney,11
2024-04-01,NHS Shetland,4
2024-04-01,NHS Tayside,71
2024-04-01,NHS Western Isles,11
2024-04-02,NHS Ayrshire and Arran,60
2024-04-02,NHS Borders,22
2024-04-02,NHS Dumfries and Galloway,22
2024-04-02,NHS Fife,41
2024-04-02,NHS Forth Valley,50
2024-04-02,NHS Grampian,68
2024-04-02,NHS Greater Glasgow and Clyde,139
2024-04-02,NHS Highland,43
2024-04-02,NHS Lanarkshire,84
2024-04-02,NHS Lothian,98
2024-04-02,NHS Orkney,8
2024-04-02,NHS Shetland,8
2024-04-02,NHS Tayside,51
2024-04-02,NHS Western Isles,9
2024-04-03,NHS Ayrshire and Arran,34
2024-04-03,NHS Borders,21
2024-04-03,NHS Dumfries and Galloway,19
2024-04-03,NHS Fife,43
2024-04-03,NHS Forth Valley,37
2024-04-03,NHS Grampian,58
2024-04-03,NHS Greater Glasgow and Clyde,124
2024-04-03,NHS Highland,31
2024-04-03,NHS Lanarkshire,61
2024-04-03,NHS Lothian,102
2024-04-03,NHS Orkney,6
2024-04-03,NHS Shetland,5
2024-04-03,NHS Tayside,52
2024-04-03,NHS Western Isles,9
2024-04-04,NHS Ayrshire and Arran,50
2024-04-04,NHS Borders,10
2024-04-04,NHS Dumfries and Galloway,31
2024-04-04,NHS Fife,40
2024-04-04,NHS Forth Valley,34
2024-04-04,NHS Grampian,42
2024-04-04,NHS Greater Glasgow and Clyde,103
2024-04-04,NHS Highland,32
2024-04-04,NHS Lanarkshire,58
2024-04-04,NHS Lothian,86
2024-04-04,NHS Orkney,3
2024-04-04,NHS Shetland,7
2024-04-04,NHS Tayside,68
2024-04-04,NHS Western Isles,7
2024-04-05,NHS Ayrshire and Arran,45
2024-04-05,NHS Borders,23
2024-04-05,NHS Dumfries and Galloway,29
2024-04-05,NHS Fife,39
2024-04-05,NHS Forth Valley,41
2024-04-05,NHS Grampian,69
2024-04-05,NHS Greater Glasgow and Clyde,131
2024-04-05,NHS Highland,36
2024-04-05,NHS Lanarkshire,84
2024-04-05,NHS Lothian,95
2024-04-05,NHS Orkney,9
2024-04-05,NHS Shetland,8
2024-04-05,NHS Tayside,62
2024-04-05,NHS Western Isles,10
2024-04-06,NHS Ayrshire and Arran,38
2024-04-06,NHS Borders,12
2024-04-06,NHS Dumfries and Galloway,21
2024-04-06,NHS Fife,42
2024-04-06,NHS Forth Valley,39
2024-04-06,NHS Grampian,66
2024-04-06,NHS Greater Glasgow and Clyde,105
2024-04-06,NHS Highland,39
2024-04-06,NHS Lanarkshire,67
2024-04-06,NHS Lothian,74
2024-04-06,NHS Orkney,3
2024-04-06,NHS Shetland,5
2024-04-06,NHS Tayside,60
2024-04-06,NHS Western Isles,9
2024-04-07,NHS Ayrshire and Arran,39
2024-04-07,NHS Borders,15
2024-04-07,NHS Dumfries and Galloway,23
2024-04-07,NHS Fife,37
2024-04-07,NHS Forth Valley,31
2024-04-07,NHS Grampian,49
2024-04-07,NHS Greater Glasgow and Clyde,81
2024-04-07,NHS Highland,31
2024-04-07,NHS Lanarkshire,66
2024-04-07,NHS Lothian,67
2024-04-07,NHS Orkney,12
2024-04-07,NHS Shetland,2
2024-04-07,NHS Tayside,38
2024-04-07,NHS Western Isles,8
2024-04-08,NHS Ayrshire and Arran,58
2024-04-08,NHS Borders,25
2024-04-08,NHS Dumfries and Galloway,32
2024-04-08,NHS Fife,53
2024-04-08,NHS Forth Valley,51
2024-04-08,NHS Grampian,51
2024-04-08,NHS Greater Glasgow and Clyde,149
2024-04-08,NHS Highland,49
2024-04-08,NHS Lanarkshire,86
2024-04-08,NHS Lothian,120
2024-04-08,NHS Orkney,10
2024-04-08,NHS Shetland,8
2024-04-08,NHS Tayside,52
2024-04-08,NHS Western Isles,8
2024-04-09,NHS Ayrshire and Arran,47
2024-04-09,NHS Borders,26
2024-04-09,NHS Dumfries and Galloway,27
2024-04-09,NHS Fife,41
2024-04-09,NHS Forth Valley,43
2024-04-09,NHS Grampian,58
2024-04-09,NHS Greater Glasgow and Clyde,119
2024-04-09,NHS Highland,46
2024-04-09,NHS Lanarkshire,69
2024-04-09,NHS Lothian,95
2024-04-09,NHS Orkney,7
2024-04-09,NHS Shetland,9
2024-04-09,NHS Tayside,79
2024-04-09,NHS Western Isles,12
2024-04-10,NHS Ayrshire and Arran,51
2024-04-10,NHS Borders,15
2024-04-10,NHS Dumfries and Galloway,30
2024-04-10,NHS Fife,50
2024-04-10,NHS Forth Valley,39
2024-04-10,NHS Grampian,51
2024-04-10,NHS Greater Glasgow and Clyde,115
2024-04-10,NHS Highland,38
2024-04-10,NHS Lanarkshire,60
2024-04-10,NHS Lothian,74
2024-04-10,NHS Orkney,7
2024-04-10,NHS Shetland,6
2024-04-10,NHS Tayside,35
2024-04-10,NHS Western Isles,10
2024-04-11,NHS Ayrshire and Arran,51
2024-04-11,NHS Borders,24
2024-04-11,NHS Dumfries and Galloway,23
2024-04-11,NHS Fife,46
2024-04-11,NHS Forth Valley,44
2024-04-11,NHS Grampian,58
2024-04-11,NHS Greater Glasgow and Clyde,116
2024-04-11,NHS Highland,35
2024-04-11,NHS Lanarkshire,55
2024-04-11,NHS Lothian,94
2024-04-11,NHS Orkney,5
2024-04-11,NHS Shetland,3
2024-04-11,NHS Tayside,48
2024-04-11,NHS Western Isles,7
2024-04-12,NHS Ayrshire and Arran,40
2024-04-12,NHS Borders,11
2024-04-12,NHS Dumfries and Galloway,21
2024-04-12,NHS Fife,48
2024-04-12,NHS Forth Valley,31
2024-04-12,NHS Grampian,74
2024-04-12,NHS Greater Glasgow and Clyde,129
2024-04-12,NHS Highland,41
2024-04-12,NHS Lanarkshire,57
2024-04-12,NHS Lothian,100
2024-04-12,NHS Orkney,6
2024-04-12,NHS Shetland,6
2024-04-12,NHS Tayside,55
2024-04-12,NHS Western Isles,7
2024-04-13,NHS Ayrshire and Arran,42
2024-04-13,NHS Borders,12
2024-04-13,NHS Dumfries and Galloway,23
2024-04-13,NHS Fife,50
2024-04-13,NHS Forth Valley,23
2024-04-13,NHS Grampian,58
2024-04-13,NHS Greater Glasgow and Clyde,92
2024-04-13,NHS Highland,38
2024-04-13,NHS Lanarkshire,60
2024-04-13,NHS Lothian,90
2024-04-13,NHS Orkney,7
2024-04-13,NHS Shetland,6
2024-04-13,NHS Tayside,32
2024-04-13,NHS Western Isles,9
2024-04-14,NHS Ayrshire and Arran,43
2024-04-14,NHS Borders,14
2024-04-14,NHS Dumfries and Galloway,37
2024-04-14,NHS Fife,41
2024-04-14,NHS Forth Valley,32
2024-04-14,NHS Grampian,41
2024-04-14,NHS Greater Glasgow and Clyde,90
2024-04-14,NHS Highland,38
2024-04-14,NHS Lanarkshire,46
2024-04-14,NHS Lothian,66
2024-04-14,NHS Orkney,4
2024-04-14,NHS Tayside,48
2024-04-14,NHS Western Isles,6
2024-04-15,NHS Ayrshire and Arran,46
2024-04-15,NHS Borders,25
2024-04-15,NHS Dumfries and Galloway,44
2024-04-15,NHS Fife,69
2024-04-15,NHS Forth Valley,63
2024-04-15,NHS Grampian,73
2024-04-15,NHS Greater Glasgow and Clyde,158
2024-04-15,NHS Highland,55
2024-04-15,NHS Lanarkshire,79
2024-04-15,NHS Lothian,115
2024-04-15,NHS Orkney,7
2024-04-15,NHS Shetland,8
2024-04-15,NHS Tayside,54
2024-04-15,NHS Western Isles,13
2024-04-16,NHS Ayrshire and Arran,35
2024-04-16,NHS Borders,18
2024-04-16,NHS Dumfries and Galloway,21
2024-04-16,NHS Fife,43
2024-04-16,NHS Forth Valley,38
2024-04-16,NHS Grampian,66
2024-04-16,NHS Greater Glasgow and Clyde,123
2024-04-16,NHS Highland,42
2024-04-16,NHS Lanarkshire,62
2024-04-16,NHS Lothian,100
2024-04-16,NHS Orkney,5
2024-04-16,NHS Shetland,7
2024-04-16,NHS Tayside,53
2024-04-16,NHS Western Isles,14
2024-04-17,NHS Ayrshire and Arran,36
2024-04-17,NHS Borders,10
2024-04-17,NHS Dumfries and Galloway,25
2024-04-17,NHS Fife,33
2024-04-17,NHS Forth Valley,37
2024-04-17,NHS Grampian,60
2024-04-17,NHS Greater Glasgow and Clyde,115
2024-04-17,NHS Highland,44
2024-04-17,NHS Lanarkshire,62
2024-04-17,NHS Lothian,92
2024-04-17,NHS Orkney,11
2024-04-17,NHS Shetland,9
2024-04-17,NHS Tayside,43
2024-04-17,NHS Western Isles,6
2024-04-18,NHS Ayrshire and Arran,37
2024-04-18,NHS Borders,16
2024-04-18,NHS Dumfries and Galloway,30
2024-04-18,NHS Fife,44
2024-04-18,NHS Forth Valley,25
2024-04-18,NHS Grampian,64
2024-04-18,NHS Greater Glasgow and Clyde,108
2024-04-18,NHS Highland,33
2024-04-18,NHS Lanarkshire,71
2024-04-18,NHS Lothian,89
2024-04-18,NHS Orkney,4
2024-04-18,NHS Shetland,10
2024-04-18,NHS Tayside,43
2024-04-18,NHS Western Isles,7
2024-04-19,NHS Ayrshire and Arran,43
2024-04-19,NHS Borders,16
2024-04-19,NHS Dumfries and Galloway,18
2024-04-19,NHS Fife,37
2024-04-19,NHS Forth Valley,41
2024-04-19,NHS Grampian,63
2024-04-19,NHS Greater Glasgow and Clyde,127
2024-04-19,NHS Highland,42
2024-04-19,NHS Lanarkshire,90
2024-04-19,NHS Lothian,103
2024-04-19,NHS Orkney,8
2024-04-19,NHS Shetland,7
2024-04-19,NHS Tayside,59
2024-04-19,NHS Western Isles,11
2024-04-20,NHS Ayrshire and Arran,43
2024-04-20,NHS Borders,9
2024-04-20,NHS Dumfries and Galloway,17
2024-04-20,NHS Fife,32
2024-04-20,NHS Forth Valley,21
2024-04-20,NHS Grampian,43
2024-04-20,NHS Greater Glasgow and Clyde,110
2024-04-20,NHS Highland,27
2024-04-20,NHS Lanarkshire,59
2024-04-20,NHS Lothian,88
2024-04-20,NHS Orkney,3
2024-04-20,NHS Shetland,3
2024-04-20,NHS Tayside,36
2024-04-20,NHS Western Isles,8
2024-04-21,NHS Ayrshire and Arran,36
2024-04-21,NHS Borders,15
2024-04-21,NHS Dumfries and Galloway,24
2024-04-21,NHS Fife,39
2024-04-21,NHS Forth Valley,22
2024-04-21,NHS Grampian,55
2024-04-21,NHS Greater Glasgow and Clyde,105
2024-04-21,NHS Highland,22
2024-04-21,NHS Lanarkshire,51
2024-04-21,NHS Lothian,86
2024-04-21,NHS Orkney,5
2024-04-21,NHS Shetland,3
2024-04-21,NHS Tayside,44
2024-04-21,NHS Western Isles,9
2024-04-22,NHS Ayrshire and Arran,47
2024-04-22,NHS Borders,18
2024-04-22,NHS Dumfries and Galloway,27
2024-04-22,NHS Fife,59
2024-04-22,NHS Forth Valley,41
2024-04-22,NHS Grampian,79
2024-04-22,NHS Greater Glasgow and Clyde,136
2024-04-22,NHS Highland,56
2024-04-22,NHS Lanarkshire,81
2024-04-22,NHS Lothian,119
2024-04-22,NHS Orkney,11
2024-04-22,NHS Shetland,12
2024-04-22,NHS Tayside,73
2024-04-22,NHS Western Isles,12
2024-04-23,NHS Ayrshire and Arran,45
2024-04-23,NHS Borders,16
2024-04-23,NHS Dumfries and Galloway,27
2024-04-23,NHS Fife,45
2024-04-23,NHS Forth Valley,41
2024-04-23,NHS Grampian,66
2024-04-23,NHS Greater Glasgow and Clyde,112
2024-04-23,NHS Highland,44
2024-04-23,NHS Lanarkshire,66
2024-04-23,NHS Lothian,78
2024-04-23,NHS Orkney,5
2024-04-23,NHS Shetland,7
2024-04-23,NHS Tayside,59
2024-04-23,NHS Western Isles,7
2024-04-24,NHS Ayrshire and Arran,34
2024-04-24,NHS Borders,17
2024-04-24,NHS Dumfries and Galloway,21
2024-04-24,NHS Fife,56
2024-04-24,NHS Forth Valley,38
2024-04-24,NHS Grampian,42
2024-04-24,NHS Greater Glasgow and Clyde,108
2024-04-24,NHS Highland,51
2024-04-24,NHS Lanarkshire,60
2024-04-24,NHS Lothian,86
2024-04-24,NHS Orkney,5
2024-04-24,NHS Shetland,5
2024-04-24,NHS Tayside,40
2024-04-24,NHS Western Isles,7
2024-04-25,NHS Ayrshire and Arran,47
2024-04-25,NHS Borders,11
2024-04-25,NHS Dumfries and Galloway,20
2024-04-25,NHS Fife,45
2024-04-25,NHS Forth Valley,31
2024-04-25,NHS Grampian,61
2024-04-25,NHS Greater Glasgow and Clyde,106
2024-04-25,NHS Highland,37
2024-04-25,NHS Lanarkshire,68
2024-04-25,NHS Lothian,88
2024-04-25,NHS Orkney,9
2024-04-25,NHS Shetland,3
2024-04-25,NHS Tayside,54
2024-04-25,NHS Western Isles,11
2024-04-26,NHS Ayrshire and Arran,48
2024-04-26,NHS Borders,21
2024-04-26,NHS Dumfries and Galloway,22
2024-04-26,NHS Fife,47
2024-04-26,NHS Forth Valley,54
2024-04-26,NHS Grampian,56
2024-04-26,NHS Greater Glasgow and Clyde,116
2024-04-26,NHS Highland,37
2024-04-26,NHS Lanarkshire,66
2024-04-26,NHS Lothian,90
2024-04-26,NHS Orkney,3
2024-04-26,NHS Shetland,9
2024-04-26,NHS Tayside,57
2024-04-26,NHS Western Isles,10
2024-04-27,NHS Ayrshire and Arran,44
2024-04-27,NHS Borders,19
2024-04-27,NHS Dumfries and Galloway,25
2024-04-27,NHS Fife,34
2024-04-27,NHS Forth Valley,38
2024-04-27,NHS Grampian,46
2024-04-27,NHS Greater Glasgow and Clyde,122
2024-04-27,NHS Highland,41
2024-04-27,NHS Lanarkshire,69
2024-04-27,NHS Lothian,89
2024-04-27,NHS Orkney,3
2024-04-27,NHS Shetland,4
2024-04-27,NHS Tayside,39
2024-04-27,NHS Western Isles,9
2024-04-28,NHS Ayrshire and Arran,42
2024-04-28,NHS Borders,14
2024-04-28,NHS Dumfries and Galloway,20
2024-04-28,NHS Fife,36
2024-04-28,NHS Forth Valley,22
2024-04-28,NHS Grampian,41
2024-04-28,NHS Greater Glasgow and Clyde,103
2024-04-28,NHS Highland,26
2024-04-28,NHS Lanarkshire,57
2024-04-28,NHS Lothian,69
2024-04-28,NHS Orkney,6
2024-04-28,NHS Shetland,7
2024-04-28,NHS Tayside,45
2024-04-28,NHS Western Isles,11
2024-04-29,NHS Ayrshire and Arran,54
2024-04-29,NHS Borders,29
2024-04-29,NHS Dumfries and Galloway,38
2024-04-29,NHS Fife,49
2024-04-29,NHS Forth Valley,44
2024-04-29,NHS Grampian,69
2024-04-29,NHS Greater Glasgow and Clyde,142
2024-04-29,NHS Highland,49
2024-04-29,NHS Lanarkshire,86
2024-04-29,NHS Lothian,108
2024-04-29,NHS Orkney,8
2024-04-29,NHS Shetland,7
2024-04-29,NHS Tayside,69
2024-04-29,NHS Western Isles,17
2024-04-30,NHS Ayrshire and Arran,43
2024-04-30,NHS Borders,19
2024-04-30,NHS Dumfries and Galloway,27
2024-04-30,NHS Fife,55
2024-04-30,NHS Forth Valley,29
2024-04-30,NHS Grampian,55
2024-04-30,NHS Greater Glasgow and Clyde,110
2024-04-30,NHS Highland,39
2024-04-30,NHS Lanarkshire,90
2024-04-30,NHS Lothian,93
2024-04-30,NHS Orkney,12
2024-04-30,NHS Shetland,8
2024-04-30,NHS Tayside,50
2024-04-30,NHS Western Isles,12
2024-05-01,NHS Ayrshire and Arran,50
2024-05-01,NHS Borders,15
2024-05-01,NHS Dumfries and Galloway,23
2024-05-01,NHS Fife,38
2024-05-01,NHS Forth Valley,46
2024-05-01,NHS Grampian,60
2024-05-01,NHS Greater Glasgow and Clyde,101
2024-05-01,NHS Highland,30
2024-05-01,NHS Lanarkshire,61
2024-05-01,NHS Lothian,100
2024-05-01,NHS Orkney,6
2024-05-01,NHS Shetland,7
2024-05-01,NHS Tayside,57
2024-05-01,NHS Western Isles,10
2024-05-02,NHS Ayrshire and Arran,43
2024-05-02,NHS Borders,24
2024-05-02,NHS Dumfries and Galloway,29
2024-05-02,NHS Fife,53
2024-05-02,NHS Forth Valley,47
2024-05-02,NHS Grampian,61
2024-05-02,NHS Greater Glasgow and Clyde,121
2024-05-02,NHS Highland,45
2024-05-02,NHS Lanarkshire,66
2024-05-02,NHS Lothian,106
2024-05-02,NHS Orkney,12
2024-05-02,NHS Shetland,14
2024-05-02,NHS Tayside,58
2024-05-02,NHS Western Isles,12
2024-05-03,NHS Ayrshire and Arran,59
2024-05-03,NHS Borders,19
2024-05-03,NHS Dumfries and Galloway,28
2024-05-03,NHS Fife,48
2024-05-03,NHS Forth Valley,50
2024-05-03,NHS Grampian,56
2024-05-03,NHS Greater Glasgow and Clyde,118
2024-05-03,NHS Highland,44
2024-05-03,NHS Lanarkshire,69
2024-05-03,NHS Lothian,97
2024-05-03,NHS Orkney,4
2024-05-03,NHS Shetland,6
2024-05-03,NHS Tayside,55
2024-05-03,NHS Western Isles,7
2024-05-04,NHS Ayrshire and Arran,44
2024-05-04,NHS Borders,12
2024-05-04,NHS Dumfries and Galloway,27
2024-05-04,NHS Fife,44
2024-05-04,NHS Forth Valley,35
2024-05-04,NHS Grampian,61
2024-05-04,NHS Greater Glasgow and Clyde,110
2024-05-04,NHS Highland,34
2024-05-04,NHS Lanarkshire,58
2024-05-04,NHS Lothian,70
2024-05-04,NHS Orkney,6
2024-05-04,NHS Shetland,5
2024-05-04,NHS Tayside,52
2024-05-04,NHS Western Isles,11
2024-05-05,NHS Ayrshire and Arran,43
2024-05-05,NHS Borders,23
2024-05-05,NHS Dumfries and Galloway,14
2024-05-05,NHS Fife,35
2024-05-05,NHS Forth Valley,32
2024-05-05,NHS Grampian,49
2024-05-05,NHS Greater Glasgow and Clyde,105
2024-05-05,NHS Highland,28
2024-05-05,NHS Lanarkshire,62
2024-05-05,NHS Lothian,73
2024-05-05,NHS Orkney,2
2024-05-05,NHS Shetland,6
2024-05-05,NHS Tayside,49
2024-05-05,NHS Western Isles,8
2024-05-06,NHS Ayrshire and Arran,65
2024-05-06,NHS Borders,31
2024-05-06,NHS Dumfries and Galloway,37
2024-05-06,NHS Fife,64
2024-05-06,NHS Forth Valley,49
2024-05-06,NHS Grampian,98
2024-05-06,NHS Greater Glasgow and Clyde,156
2024-05-06,NHS Highland,43
2024-05-06,NHS Lanarkshire,90
2024-05-06,NHS Lothian,108
2024-05-06,NHS Orkney,13
2024-05-06,NHS Shetland,9
2024-05-06,NHS Tayside,74
2024-05-06,NHS Western Isles,14
2024-05-07,NHS Ayrshire and Arran,54
2024-05-07,NHS Borders,12
2024-05-07,NHS Dumfries and Galloway,31
2024-05-07,NHS Fife,50
2024-05-07,NHS Forth Valley,26
2024-05-07,NHS Grampian,74
2024-05-07,NHS Greater Glasgow and Clyde,131
2024-05-07,NHS Highland,49
2024-05-07,NHS Lanarkshire,83
2024-05-07,NHS Lothian,95
2024-05-07,NHS Orkney,12
2024-05-07,NHS Shetland,7
2024-05-07,NHS Tayside,63
2024-05-07,NHS Western Isles,12
2024-05-08,NHS Ayrshire and Arran,51
2024-05-08,NHS Borders,26
2024-05-08,NHS Dumfries and Galloway,29
2024-05-08,NHS Fife,46
2024-05-08,NHS Forth Valley,35
2024-05-08,NHS Grampian,48
2024-05-08,NHS Greater Glasgow and Clyde,126
2024-05-08,NHS Highland,32
2024-05-08,NHS Lanarkshire,64
2024-05-08,NHS Lothian,92
2024-05-08,NHS Orkney,10
2024-05-08,NHS Shetland,7
2024-05-08,NHS Tayside,55
2024-05-08,NHS Western Isles,4
2024-05-09,NHS Ayrshire and Arran,49
2024-05-09,NHS Borders,18
2024-05-09,NHS Dumfries and Galloway,39
2024-05-09,NHS Fife,43
2024-05-09,NHS Forth Valley,46
2024-05-09,NHS Grampian,57
2024-05-09,NHS Greater Glasgow and Clyde,133
2024-05-09,NHS Highland,49
2024-05-09,NHS Lanarkshire,83
2024-05-09,NHS Lothian,99
2024-05-09,NHS Orkney,4
2024-05-09,NHS Shetland,9
2024-05-09,NHS Tayside,65
2024-05-09,NHS Western Isles,9
2024-05-10,NHS Ayrshire and Arran,46
2024-05-10,NHS Borders,17
2024-05-10,NHS Dumfries and Galloway,35
2024-05-10,NHS Fife,49
2024-05-10,NHS Forth Valley,41
2024-05-10,NHS Grampian,62
2024-05-10,NHS Greater Glasgow and Clyde,112
2024-05-10,NHS Highland,40
2024-05-10,NHS Lanarkshire,89
2024-05-10,NHS Lothian,105
2024-05-10,NHS Orkney,7
2024-05-10,NHS Shetland,3
2024-05-10,NHS Tayside,56
2024-05-10,NHS Western Isles,12
2024-05-11,NHS Ayrshire and Arran,42
2024-05-11,NHS Borders,14
2024-05-11,NHS Dumfries and Galloway,32
2024-05-11,NHS Fife,43
2024-05-11,NHS Forth Valley,25
2024-05-11,NHS Grampian,62
2024-05-11,NHS Greater Glasgow and Clyde,98
2024-05-11,NHS Highland,40
2024-05-11,NHS Lanarkshire,52
2024-05-11,NHS Lothian,86
2024-05-11,NHS Orkney,4
2024-05-11,NHS Shetland,3
2024-05-11,NHS Tayside,59
2024-05-11,NHS Western Isles,7
2024-05-12,NHS Ayrshire and Arran,42
2024-05-12,NHS Borders,21
2024-05-12,NHS Dumfries and Galloway,17
2024-05-12,NHS Fife,49
2024-05-12,NHS Forth Valley,39
2024-05-12,NHS Grampian,57
2024-05-12,NHS Greater Glasgow and Clyde,90
2024-05-12,NHS Highland,35
2024-05-12,NHS Lanarkshire,52
2024-05-12,NHS Lothian,68
2024-05-12,NHS Orkney,9
2024-05-12,NHS Shetland,6
2024-05-12,NHS Tayside,54
2024-05-12,NHS Western Isles,6
2024-05-13,NHS Ayrshire and Arran,58
2024-05-13,NHS Borders,36
2024-05-13,NHS Dumfries and Galloway,44
